playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,AerialDuels,AerialDuelsLost,AerialDuelsWon,Appearances,Carries,Catches,CleanSheets,CornersWon,CrossesNotClaimed,Drops,Duels,DuelsLost,DuelsWon,ForwardPasses,GkSuccessfulDistribution,GkUnsuccessfulDistribution,GamesPlayed,GoalAssists,GoalKicks,GoalkeeperSmother,GoalsConcededInsideBox,GoalsConcededOutsideBox,GroundDuels,GroundDuelsLost,GroundDuelsWon,HandballsConceded,Index,KeyPasses(attemptAssists),LastPlayerTackle,LeftsidePasses,OpenPlayPasses,PenaltiesFaced,PenaltyGoalsConceded,ProgressiveCarries,Punches,Recoveries,RightsidePasses,SavesMade,SavesMadeFromInsideBox,SavesMadeFromOutsideBox,SavesMade-Caught,SavesMade-Parried,Starts,SuccessfulDribbles,SuccessfulLaunches,SuccessfulLongPasses,SuccessfulOpenPlayPasses,SuccessfulPassesOppositionHalf,SuccessfulPassesOwnHalf,SuccessfulShortPasses,TacklesLost,ThrowInsToOwnPlayer,TimePlayed,TotalBigChancesCreated,TotalBigChancesSaved,TotalClearances,TotalFoulsConceded,TotalFoulsWon,TotalLossesOfPossession,TotalPasses,TotalSuccessfulPasses(ExclCrosses&Corners),TotalTackles,TotalUnsuccessfulPasses(ExclCrosses&Corners),Touches,UnsuccessfulCrosses&Corners,UnsuccessfulLaunches,UnsuccessfulLongPasses,UnsuccessfulPassesOppositionHalf,UnsuccessfulPassesOwnHalf,UnsuccessfulShortPasses,YellowCards,WinningGoal,Putthrough/blockedDistribution,SuccessfulLay-offs,SubstituteOn,FoulAttemptedTackle,PenaltiesConceded,ShotsOffTarget(incWoodwork),TotalShots,TotalTouchesInOppositionBox,OwnGoalScored,PenaltiesSaved,SavesFromPenalty,UnsuccessfulLay-offs,Interceptions,Putthrough/blockedDistributionWon,StraightRedCards,TotalRedCards,TacklesWon,Goals,RedCards-2ndYellow,SubstituteOff,BackwardPasses,FinalThirdTouches,Assists(intentional),BlockedShots,Blocks,CornersTaken(inclShortCorners),GoalsFromInsideBox,Offsides,PenaltiesTaken,PenaltyGoals,RightFootGoals,SecondGoalAssists,ShotsOnTarget(IncGoals),SuccessfulCornersIntoBox,SuccessfulCrosses&Corners,SuccessfulCrossesOpenPlay,ThroughBalls,ThrowInsToOppositionPlayer,TimesTackled,TotalBigChancesScored,UnsuccessfulCornersIntoBox,UnsuccessfulCrossesOpenPlay,UnsuccessfulDribbles,HomeGoals,AwayGoals,Overruns,ClearancesOffTheLine,HeadedGoals,TotalBigChancesMissed,PenaltiesOffTarget,GoalsOpenplay,AttemptsFromSetPieces,GoalsFromOutsideBox,LeftFootGoals,OtherGoals,FoulWonPenalty,SetPiecesGoals
cpl::Football_Player::a742bcbb546f417d9003cfe9bf5e3676,N. Higgins,Inter Toronto,Defender,2025,defender,16,913,0,0,3,0,2,0,11,14,2,0,3,0,0,90.0,16,1.58,0,0,0,0,0,0,0,0,84.62,48.21,44.44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,15.0,12.0,16.0,54.0,,2.0,,,,56.0,29.0,27.0,123.0,2.0,,16.0,,2.0,,12.0,4.0,29.0,14.0,15.0,2.0,10.0,1.0,,172.0,463.0,,2.0,23.0,,31.0,163.0,,,,,,9.0,,7.0,36.0,412.0,73.0,357.0,394.0,2.0,,913.0,,,53.0,14.0,2.0,57.0,483.0,430.0,13.0,53.0,587.0,,20.0,38.0,36.0,17.0,15.0,3.0,0.0,3.0,,7.0,7.0,1.0,1.0,3.0,7.0,,,,,9.0,1.0,,,11.0,,,1.0,25.0,2.0,,,6.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::fc76edbb94da42899c7c12d79da56e2e,O. León,Inter Toronto,Defender,2025,defender,19,1705,0,1,7,1,3,1,17,19,27,0,7,1,0,83.0,27,1.43,0,0,0,0,0,0,0,0,65.38,63.19,68.89,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,14.0,31.0,19.0,252.0,,6.0,4.0,,,144.0,53.0,91.0,444.0,5.0,,19.0,1.0,5.0,,20.0,7.0,99.0,39.0,60.0,,10.0,6.0,,156.0,950.0,,3.0,153.0,,83.0,372.0,,,,,,19.0,8.0,15.0,83.0,778.0,312.0,545.0,771.0,9.0,8.0,1705.0,1.0,,81.0,19.0,27.0,225.0,1041.0,854.0,26.0,187.0,1299.0,11.0,53.0,123.0,157.0,41.0,64.0,7.0,0.0,12.0,,,8.0,,4.0,7.0,17.0,,,,,21.0,7.0,,1.0,17.0,,1.0,1.0,69.0,,1.0,1.0,13.0,,,,,,,,3.0,,3.0,3.0,1.0,,7.0,,,11.0,4.0,,,,,,2.0,,,,,,,,
cpl::Football_Player::77494c5f1b494af9a435e32fc3ca4096,A. Bergman,Inter Toronto,Defender,2025,defender,3,42,0,0,0,0,0,0,0,1,0,0,0,0,0,62.0,0,0.0,0,0,0,0,0,0,0,0,0.0,50.0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,1.0,3.0,5.0,,,,,,4.0,2.0,2.0,17.0,,,3.0,,,,,,3.0,2.0,1.0,,10.0,,,8.0,25.0,,,3.0,,1.0,,,,,,,,,,2.0,15.0,4.0,12.0,14.0,1.0,,42.0,,,3.0,1.0,,10.0,26.0,16.0,1.0,10.0,34.0,,6.0,9.0,7.0,3.0,1.0,,0.0,,,3.0,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::24a77d6eb2fd4d2d875f2d3fbab2679b,R. Ferrazzo,Inter Toronto,Defender,2025,defender,23,1444,3,1,13,4,7,1,23,35,28,2,7,0,0,77.0,22,1.37,3,0,1,0,0,0,0,0,65.71,46.03,46.88,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,17.0,15.0,23.0,203.0,,4.0,14.0,,,189.0,102.0,87.0,227.0,,,23.0,1.0,,,15.0,7.0,157.0,85.0,72.0,1.0,10.0,13.0,,95.0,584.0,,2.0,130.0,,63.0,111.0,,,,,,18.0,9.0,8.0,30.0,444.0,231.0,229.0,424.0,12.0,139.0,1444.0,1.0,,28.0,35.0,28.0,266.0,594.0,454.0,35.0,140.0,1054.0,38.0,24.0,47.0,148.0,30.0,93.0,7.0,1.0,38.0,,5.0,17.0,1.0,6.0,13.0,39.0,,,,,21.0,18.0,,,23.0,3.0,,11.0,161.0,75.0,1.0,5.0,1.0,3.0,1.0,2.0,,,1.0,,7.0,1.0,6.0,4.0,1.0,22.0,31.0,1.0,1.0,37.0,18.0,1.0,2.0,9.0,,,2.0,,2.0,,2.0,2.0,,,
cpl::Football_Player::ce073937285b4114bca2f2a3b658f3da,L. Singh,Inter Toronto,Defender,2025,defender,26,2097,0,1,9,1,4,1,24,26,5,1,7,0,0,87.0,38,1.63,0,0,1,0,0,0,0,0,75.0,55.0,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,15.0,30.0,26.0,254.0,,5.0,,,,140.0,63.0,77.0,435.0,2.0,,26.0,1.0,2.0,,29.0,9.0,95.0,48.0,47.0,1.0,10.0,1.0,,374.0,1162.0,,5.0,155.0,,79.0,322.0,,,,,,25.0,10.0,9.0,112.0,1010.0,367.0,679.0,932.0,8.0,11.0,2097.0,1.0,,89.0,26.0,5.0,192.0,1206.0,1044.0,32.0,162.0,1477.0,4.0,38.0,96.0,121.0,45.0,66.0,7.0,0.0,20.0,1.0,1.0,13.0,1.0,5.0,9.0,3.0,1.0,,,,30.0,9.0,,,24.0,,,9.0,75.0,13.0,1.0,3.0,10.0,,,1.0,,,,,4.0,,2.0,2.0,,6.0,9.0,,,4.0,3.0,,,1.0,,,,,,6.0,,,,,
cpl::Football_Player::daa25be58b5a4bf1a1a9adfd1aa8bd18,F. Sturing,Inter Toronto,Defender,2025,defender,21,1864,1,0,4,1,4,0,25,27,11,1,6,0,0,91.0,27,1.3,0,0,0,0,0,0,0,0,56.82,55.41,48.08,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,27.0,25.0,21.0,200.0,,7.0,3.0,,,148.0,66.0,82.0,395.0,1.0,,21.0,,1.0,,21.0,6.0,96.0,39.0,57.0,,10.0,4.0,2.0,491.0,1085.0,,3.0,100.0,,62.0,175.0,,,,,,21.0,2.0,5.0,83.0,978.0,340.0,671.0,927.0,19.0,4.0,1864.0,1.0,,84.0,27.0,11.0,129.0,1122.0,1010.0,44.0,112.0,1346.0,5.0,34.0,66.0,81.0,36.0,46.0,6.0,0.0,18.0,1.0,,13.0,,,4.0,10.0,,,,,23.0,10.0,,,25.0,1.0,,2.0,61.0,25.0,,,7.0,,1.0,1.0,,,1.0,,4.0,,1.0,1.0,,,2.0,1.0,,5.0,1.0,1.0,0.0,,,,,,,,,,,,
cpl::Football_Player::c7512268d0c64e30a96e1149e696a944,C. DaSilva,Inter Toronto,Defender,2025,defender,5,66,0,0,1,0,0,0,1,1,0,0,0,0,0,77.0,0,0.0,0,0,0,0,0,0,0,0,100.0,60.0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,,2.0,5.0,9.0,,,,,,5.0,2.0,3.0,20.0,,,5.0,,,,,,3.0,2.0,1.0,,10.0,1.0,,2.0,37.0,,,6.0,,5.0,13.0,,,,,,,,1.0,4.0,29.0,12.0,17.0,25.0,,,66.0,,,7.0,1.0,,13.0,38.0,29.0,1.0,9.0,53.0,,3.0,7.0,9.0,,2.0,,0.0,,,5.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,
cpl::Football_Player::1c3ffcc6c1e9408b9aa8b9546452a28b,L. Laing,Cavalry,Defender,2025,defender,22,1521,1,0,3,1,2,0,21,24,5,0,5,0,0,92.0,18,1.07,0,0,0,0,0,0,0,0,72.41,56.14,58.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,19.0,27.0,22.0,141.0,,4.0,1.0,,,114.0,50.0,64.0,298.0,3.0,,22.0,,3.0,,16.0,2.0,68.0,31.0,37.0,2.0,10.0,3.0,1.0,364.0,869.0,,1.0,75.0,,52.0,164.0,,,,,,17.0,3.0,10.0,52.0,795.0,239.0,574.0,761.0,8.0,30.0,1521.0,,,60.0,24.0,5.0,90.0,887.0,813.0,29.0,74.0,1085.0,,15.0,32.0,46.0,28.0,42.0,5.0,1.0,9.0,,5.0,7.0,1.0,1.0,3.0,9.0,,,,,13.0,7.0,,,21.0,1.0,,4.0,61.0,21.0,,,7.0,,1.0,,,,,,2.0,,,,,3.0,4.0,,,,,1.0,0.0,,,1.0,,,,,,,,,
cpl::Football_Player::f65a926f24a34b7aa5fdec34e32cb212,N. Pathé,Vancouver,Defender,2025,defender,21,937,6,0,19,6,11,0,5,23,13,4,3,0,0,78.0,22,2.11,0,0,0,0,0,0,0,0,55.56,34.23,35.48,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,40.0,22.0,21.0,68.0,,,3.0,,,149.0,98.0,51.0,14.0,,,21.0,,,,18.0,4.0,87.0,58.0,29.0,,10.0,9.0,,50.0,133.0,,1.0,32.0,,21.0,27.0,,,,,,10.0,8.0,,4.0,100.0,85.0,31.0,111.0,4.0,,937.0,1.0,,9.0,23.0,13.0,104.0,148.0,115.0,9.0,33.0,313.0,1.0,,2.0,25.0,9.0,31.0,3.0,0.0,9.0,7.0,11.0,8.0,,8.0,19.0,42.0,,,,1.0,3.0,5.0,,,5.0,6.0,,8.0,57.0,72.0,,7.0,,,6.0,4.0,,,,,11.0,,1.0,1.0,2.0,,33.0,4.0,,1.0,14.0,4.0,2.0,1.0,,,2.0,,5.0,,,6.0,,,
cpl::Football_Player::b5392c37961145ba9d2b542150ab0e2f,A. O'Connor,Vancouver,Defender,2025,defender,18,1468,0,1,5,1,1,1,22,10,10,1,5,0,0,82.0,39,2.39,0,0,2,0,0,0,0,0,78.57,68.07,71.43,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,16.0,40.0,18.0,210.0,,1.0,6.0,,,119.0,38.0,81.0,312.0,2.0,,18.0,1.0,2.0,,32.0,7.0,63.0,22.0,41.0,,10.0,2.0,,226.0,796.0,,1.0,118.0,,72.0,233.0,,,,,,16.0,4.0,8.0,33.0,649.0,172.0,495.0,634.0,6.0,2.0,1468.0,1.0,,96.0,10.0,10.0,167.0,816.0,667.0,28.0,149.0,1044.0,,42.0,87.0,125.0,24.0,62.0,5.0,0.0,11.0,,2.0,4.0,1.0,4.0,5.0,16.0,,,,,19.0,6.0,,,22.0,,,,45.0,1.0,1.0,3.0,16.0,,,1.0,,,,,1.0,,,,2.0,,4.0,,,,3.0,,,,1.0,,1.0,,,,,,,,
cpl::Football_Player::da7371bc78e546b598216e0fcda77c7e,Ahmad Mansour,Pacific,Defender,2025,defender,2,180,0,0,0,0,0,0,4,1,3,0,0,0,0,88.0,5,2.5,0,0,0,0,0,0,0,0,100.0,64.29,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,1.0,2.0,15.0,,,,,,14.0,5.0,9.0,35.0,,,2.0,,,,4.0,1.0,13.0,5.0,8.0,,10.0,,,35.0,92.0,,1.0,9.0,,9.0,18.0,,,,,,2.0,1.0,,3.0,81.0,15.0,68.0,80.0,,,180.0,,,5.0,1.0,3.0,13.0,95.0,83.0,4.0,12.0,119.0,,1.0,8.0,10.0,2.0,4.0,,0.0,2.0,,,1.0,1.0,,,,1.0,,,,4.0,2.0,,,4.0,,,,7.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::c314ef65be194ced895c50a72967def8,D. Klomp,Cavalry,Defender,2025,defender,13,1126,2,0,7,2,3,0,8,13,4,1,3,0,0,91.0,20,1.6,0,0,0,0,0,0,0,0,66.67,51.56,56.52,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,10.0,13.0,13.0,133.0,,2.0,1.0,,,64.0,31.0,33.0,183.0,1.0,,13.0,,1.0,,17.0,3.0,41.0,21.0,20.0,,10.0,2.0,1.0,167.0,490.0,,2.0,76.0,,37.0,139.0,,,,,,12.0,4.0,3.0,27.0,444.0,154.0,303.0,430.0,4.0,3.0,1126.0,,1.0,47.0,13.0,4.0,66.0,505.0,457.0,12.0,48.0,633.0,2.0,10.0,22.0,33.0,17.0,26.0,3.0,1.0,11.0,1.0,1.0,4.0,,4.0,7.0,13.0,,,,,8.0,9.0,,,8.0,2.0,,1.0,16.0,33.0,,1.0,9.0,,2.0,1.0,,,1.0,,3.0,,,,,,6.0,1.0,,2.0,,1.0,1.0,,2.0,1.0,2.0,,1.0,,,,,,
cpl::Football_Player::e3c6213d153e4ef8920df1abc6c23353,D. Konincks,Valour,Defender,2025,defender,9,736,2,0,3,2,3,0,7,6,1,0,2,0,0,92.0,16,1.96,0,0,0,0,0,0,0,0,87.5,59.38,57.14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,6.0,8.0,9.0,145.0,,,,,,32.0,13.0,19.0,184.0,,,9.0,,,,14.0,2.0,18.0,7.0,11.0,,10.0,1.0,,162.0,449.0,,2.0,95.0,,27.0,83.0,,,,,,8.0,2.0,7.0,44.0,408.0,145.0,272.0,373.0,1.0,1.0,736.0,,,42.0,6.0,1.0,45.0,458.0,417.0,8.0,41.0,541.0,2.0,8.0,23.0,34.0,9.0,18.0,2.0,1.0,4.0,,1.0,3.0,2.0,,3.0,4.0,,,,,5.0,3.0,,,7.0,2.0,,,29.0,12.0,,,2.0,,2.0,,,,,,3.0,,,,,,,,,2.0,,1.0,1.0,,,2.0,,,,,,,,,
cpl::Football_Player::2d5018feb2d44e5796770ebc81f9db71,Rony Mbomio,Atlético,Defender,2025,defender,8,623,0,0,3,0,2,0,6,4,5,0,0,0,0,94.0,6,0.87,0,0,0,0,0,0,0,0,54.55,63.04,66.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,5.0,10.0,8.0,94.0,,,1.0,,,46.0,17.0,29.0,200.0,1.0,,8.0,,1.0,,6.0,,31.0,12.0,19.0,,10.0,1.0,,194.0,498.0,,1.0,56.0,,20.0,66.0,,,,,,7.0,3.0,3.0,27.0,464.0,163.0,311.0,447.0,5.0,6.0,623.0,,,20.0,4.0,5.0,54.0,508.0,474.0,11.0,34.0,600.0,6.0,12.0,17.0,26.0,14.0,17.0,,0.0,1.0,1.0,1.0,1.0,,1.0,3.0,4.0,,,,,9.0,,,,6.0,,,3.0,48.0,36.0,,1.0,6.0,,,,,,,,2.0,,,,,4.0,4.0,,,6.0,2.0,,,,1.0,,,,,,,,,,
cpl::Football_Player::08dbc72e3b214780ae00c5258be72862,J. Belbin,Cavalry,Midfielder,2025,midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9a6571b3737143b79989244b08fbd50d,S. Camargo,Cavalry,Midfielder,2025,midfielder,28,2218,8,6,36,14,14,6,15,17,25,3,5,0,0,82.0,29,1.18,1,0,2,0,0,0,0,0,68.18,45.22,50.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,11.0,11.0,28.0,221.0,,4.0,9.0,,,157.0,86.0,71.0,216.0,,,28.0,6.0,,,26.0,3.0,135.0,75.0,60.0,1.0,10.0,26.0,,147.0,813.0,,2.0,103.0,,117.0,265.0,,,,,,27.0,13.0,,25.0,665.0,421.0,287.0,681.0,7.0,7.0,2218.0,10.0,,12.0,17.0,25.0,258.0,861.0,706.0,22.0,155.0,1157.0,8.0,7.0,25.0,133.0,30.0,130.0,5.0,2.0,35.0,20.0,1.0,3.0,,22.0,36.0,100.0,,,,,9.0,18.0,,,15.0,8.0,,14.0,233.0,62.0,3.0,8.0,3.0,1.0,7.0,3.0,,,6.0,,14.0,,2.0,2.0,4.0,1.0,45.0,7.0,,8.0,18.0,6.0,2.0,4.0,,,11.0,,6.0,,1.0,2.0,,,
cpl::Football_Player::665cea6eccc741f8aef577d5196aa0be,J. McGlinchey,Cavalry,Midfielder,2025,midfielder,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d80c8273244649a0841591e849fc3590,D. Gutiérrez,Cavalry,Midfielder,2025,midfielder,13,799,1,1,8,2,4,1,7,15,8,0,6,0,0,91.0,14,1.58,1,0,0,0,0,0,0,0,38.89,45.68,70.0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,7.0,13.0,123.0,,,3.0,,,81.0,44.0,37.0,124.0,,,13.0,1.0,,,13.0,1.0,71.0,41.0,30.0,,10.0,7.0,,133.0,517.0,,1.0,40.0,,54.0,168.0,,,,,,8.0,4.0,3.0,35.0,469.0,242.0,236.0,441.0,11.0,3.0,799.0,1.0,,8.0,15.0,8.0,72.0,524.0,476.0,18.0,48.0,639.0,5.0,6.0,15.0,37.0,16.0,33.0,6.0,0.0,13.0,8.0,5.0,10.0,,4.0,8.0,6.0,,,,,10.0,6.0,,,7.0,1.0,,4.0,99.0,5.0,,4.0,2.0,1.0,1.0,,,,1.0,,4.0,,2.0,1.0,,,14.0,,1.0,4.0,7.0,0.0,1.0,,,,1.0,,1.0,,,,,,
cpl::Football_Player::83cede75122b41d0aad420f4fb5daf2e,J. Daley,Cavalry,Midfielder,2025,midfielder,4,106,0,0,0,0,0,0,4,3,3,0,3,0,0,86.0,0,0.0,0,0,0,0,0,0,0,0,80.0,62.5,66.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,4.0,8.0,,,,,,16.0,6.0,10.0,13.0,,,4.0,,,,,,13.0,5.0,8.0,,10.0,1.0,,19.0,52.0,,,2.0,,4.0,15.0,,,,,,,,1.0,5.0,44.0,22.0,24.0,41.0,1.0,,106.0,,,3.0,3.0,3.0,10.0,54.0,46.0,5.0,8.0,70.0,,1.0,2.0,7.0,1.0,6.0,3.0,0.0,2.0,1.0,4.0,2.0,,,,,,,,,2.0,,,,4.0,,,,7.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
cpl::Football_Player::6a778700603244eeabcce04c59c6ccc0,A. Hojabrpour,Forge,Midfielder,2025,midfielder,20,1703,1,0,11,1,6,0,31,26,24,1,7,0,0,88.0,14,0.74,0,0,0,0,0,0,0,0,63.27,61.69,70.59,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,5.0,12.0,20.0,227.0,,9.0,5.0,,,154.0,59.0,95.0,337.0,,,20.0,,,,12.0,2.0,137.0,54.0,83.0,1.0,10.0,14.0,,331.0,1050.0,,1.0,129.0,,102.0,279.0,,,,,,19.0,10.0,2.0,73.0,920.0,464.0,497.0,888.0,18.0,5.0,1703.0,3.0,,19.0,26.0,24.0,169.0,1096.0,961.0,49.0,135.0,1319.0,1.0,15.0,39.0,95.0,41.0,96.0,7.0,1.0,28.0,19.0,1.0,16.0,,5.0,11.0,11.0,,,,,24.0,13.0,,,31.0,1.0,,2.0,149.0,80.0,,3.0,7.0,,1.0,1.0,,,,,6.0,,,,3.0,,13.0,1.0,,1.0,7.0,1.0,0.0,1.0,,1.0,1.0,,,,,,,,
cpl::Football_Player::f52a8b692a56475c9c08c17236a42e86,S. Shome,Cavalry,Midfielder,2025,midfielder,20,1500,0,1,6,1,1,1,29,20,13,0,4,0,0,87.0,16,0.96,0,0,0,0,0,0,0,0,78.38,49.23,42.86,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,8.0,6.0,20.0,150.0,,3.0,3.0,,,130.0,66.0,64.0,215.0,,,20.0,1.0,,,15.0,1.0,116.0,58.0,58.0,1.0,10.0,6.0,,127.0,581.0,,,73.0,,69.0,170.0,,,,,,18.0,8.0,2.0,21.0,500.0,284.0,233.0,495.0,8.0,,1500.0,1.0,,13.0,20.0,13.0,128.0,597.0,516.0,37.0,81.0,787.0,2.0,10.0,17.0,60.0,23.0,64.0,4.0,0.0,33.0,14.0,2.0,12.0,,5.0,6.0,18.0,,,,2.0,13.0,20.0,,,29.0,,,11.0,85.0,49.0,1.0,4.0,3.0,,,,,,,,1.0,,1.0,1.0,2.0,1.0,21.0,,,2.0,11.0,,,1.0,,,,,,,,,,,
cpl::Football_Player::33b0cf3a477d454f96fe4f14c3b6125c,A. Achinioti-Jönsson,Forge,Midfielder,2025,midfielder,30,2607,1,0,10,1,3,0,27,19,45,0,1,0,0,90.0,25,0.86,0,0,1,0,0,0,0,0,54.0,61.95,52.63,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,27.0,30.0,30.0,385.0,,10.0,2.0,,,205.0,78.0,127.0,493.0,,,30.0,,,,20.0,5.0,148.0,51.0,97.0,2.0,10.0,4.0,,333.0,1520.0,,2.0,258.0,,96.0,609.0,,,,,,29.0,3.0,8.0,100.0,1364.0,548.0,858.0,1304.0,23.0,1.0,2607.0,,,68.0,19.0,45.0,191.0,1561.0,1404.0,50.0,157.0,1881.0,2.0,26.0,66.0,113.0,46.0,91.0,1.0,0.0,28.0,11.0,1.0,5.0,,7.0,10.0,31.0,,,,,34.0,17.0,,,27.0,1.0,,2.0,126.0,74.0,,4.0,16.0,,1.0,,,,,,3.0,,2.0,2.0,,1.0,14.0,,,2.0,7.0,0.0,1.0,,,1.0,,,,,,,,1.0,
cpl::Football_Player::0e2b6aa5fbdf49f399441b22b356d14c,K. Bekker,Forge,Midfielder,2025,midfielder,28,2170,3,2,16,5,7,2,14,14,14,1,1,0,0,87.0,21,0.87,69,0,4,0,0,0,0,0,58.33,44.04,40.0,11.43,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,6.0,4.0,28.0,258.0,,6.0,12.0,,,109.0,61.0,48.0,339.0,,,28.0,2.0,,,16.0,5.0,99.0,55.0,44.0,,10.0,51.0,,292.0,1210.0,,1.0,123.0,,113.0,328.0,,,,,,26.0,6.0,4.0,81.0,1049.0,642.0,491.0,1019.0,10.0,6.0,2170.0,10.0,,21.0,14.0,14.0,310.0,1265.0,1100.0,24.0,165.0,1606.0,77.0,15.0,51.0,197.0,45.0,114.0,1.0,2.0,28.0,31.0,2.0,10.0,,9.0,16.0,46.0,,,,,13.0,12.0,,,14.0,3.0,,15.0,306.0,127.0,1.0,8.0,6.0,69.0,2.0,1.0,,,2.0,,7.0,16.0,33.0,12.0,4.0,1.0,25.0,2.0,37.0,29.0,11.0,1.0,2.0,1.0,,,1.0,,3.0,,1.0,1.0,,,
cpl::Football_Player::3c3cd8920062442f93c9e257f9d44111,N. Jensen,Forge,Midfielder,2025,midfielder,25,1071,2,1,16,3,10,1,6,13,13,4,0,0,0,83.0,10,0.84,8,0,2,0,0,0,0,0,46.15,41.98,37.5,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,5.0,3.0,25.0,117.0,,,4.0,,,81.0,47.0,34.0,145.0,,,25.0,1.0,,,9.0,1.0,73.0,42.0,31.0,1.0,10.0,9.0,,100.0,444.0,,,63.0,,38.0,96.0,,,,,,11.0,5.0,,27.0,363.0,258.0,123.0,350.0,7.0,5.0,1071.0,1.0,,9.0,13.0,13.0,150.0,458.0,377.0,13.0,81.0,636.0,22.0,6.0,18.0,88.0,15.0,63.0,,0.0,19.0,14.0,14.0,5.0,,6.0,16.0,33.0,,,,1.0,18.0,5.0,,,6.0,2.0,,10.0,117.0,63.0,1.0,2.0,,8.0,2.0,4.0,,,2.0,,10.0,1.0,4.0,3.0,2.0,,22.0,1.0,1.0,21.0,8.0,2.0,0.0,1.0,,,3.0,,1.0,,,,,,
