playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,KeyPasses(attemptAssists),Touches,YellowCards,TotalUnsuccessfulPasses(ExclCrosses&Corners),TimePlayed,GroundDuelsLost,Catches,AerialDuelsWon,DuelsWon,GoalsConcededOutsideBox,PenaltiesFaced,SuccessfulOpenPlayPasses,SuccessfulLaunches,GroundDuels,SavesMadeFromInsideBox,Duels,UnsuccessfulLaunches,Putthrough/blockedDistribution,CleanSheets,LeftsidePasses,Starts,SavesMade-Parried,SavesMade,TotalFoulsConceded,PenaltyGoalsConceded,GoalsConcededInsideBox,TotalClearances,TotalPasses,Recoveries,SuccessfulPassesOppositionHalf,GoalkeeperSmother,GkUnsuccessfulDistribution,GamesPlayed,SuccessfulPassesOwnHalf,ForwardPasses,RightsidePasses,Drops,Putthrough/blockedDistributionWon,UnsuccessfulLongPasses,Punches,DuelsLost,SuccessfulLongPasses,GkSuccessfulDistribution,TotalLossesOfPossession,Index,Appearances,OpenPlayPasses,UnsuccessfulShortPasses,SavesMadeFromOutsideBox,FoulAttemptedTackle,SuccessfulShortPasses,AerialDuels,TacklesLost,TotalTackles,TotalTouchesInOppositionBox,TotalSuccessfulPasses(ExclCrosses&Corners),UnsuccessfulPassesOppositionHalf,TotalFoulsWon,GoalKicks,GroundDuelsWon,UnsuccessfulPassesOwnHalf,PenaltiesConceded,CornersWon,WinningGoal,SavesMade-Caught,AerialDuelsLost,Interceptions,SuccessfulDribbles,SubstituteOff,SubstituteOn,CrossesNotClaimed,UnsuccessfulLay-offs,SavesFromPenalty,PenaltiesSaved,OwnGoalScored,CornersTaken(inclShortCorners),TotalShots,UnsuccessfulCrossesOpenPlay,ThrowInsToOppositionPlayer,UnsuccessfulCrosses&Corners,TacklesWon,BlockedShots,ShotsOnTarget(IncGoals),TimesTackled,Blocks,SuccessfulCrosses&Corners,ThrowInsToOwnPlayer,UnsuccessfulCornersIntoBox,SuccessfulCrossesOpenPlay,SuccessfulCornersIntoBox,BackwardPasses,UnsuccessfulDribbles,RightFootGoals,SuccessfulLay-offs,Assists(intentional),GoalsFromInsideBox,Goals,Offsides,PenaltiesTaken,GoalAssists,ShotsOffTarget(incWoodwork),PenaltyGoals,LeftFootGoals,SecondGoalAssists,AttemptsFromSetPieces,HomeGoals,AwayGoals,HandballsConceded,Overruns,HeadedGoals,ThroughBalls,LastManTackle,FoulWonPenalty,ClearancesOffTheLine,GoalsFromOutsideBox,StraightRedCards,TotalRedCards,LastPlayerTackle,RedCards-2ndYellow,SetPiecesGoals,PenaltiesOffTarget,OtherGoals
cpl::Football_Player::d3d6fda71a9e4981abbb1d3785bc0dee,C. Trafford,Cavalry,Midfielder,2023,midfielder,28,2031,0,1,19,0,6,1,33,41,56,0,9,0,69,88.0,25,1.11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1654.0,9.0,169.0,2031.0,81.0,,50.0,175.0,3.0,,1097.0,4.0,206.0,,278.0,17.0,38.0,3.0,333.0,24.0,,,41.0,3.0,22.0,23.0,1304.0,171.0,506.0,,,28.0,630.0,366.0,358.0,,31.0,45.0,,103.0,57.0,,217.0,10.0,28.0,1264.0,124.0,,27.0,1078.0,72.0,21.0,54.0,28.0,1135.0,119.0,56.0,,125.0,56.0,,5.0,0.0,,22.0,28.0,16.0,11.0,4.0,,,,,,,19.0,4.0,,6.0,33.0,8.0,6.0,21.0,13.0,1.0,6.0,,1.0,,247.0,7.0,,10.0,,,,,,1.0,13.0,,,,,,,1.0,3.0,,1.0,,,,,,,,,,,
cpl::Football_Player::64ff8ebb61c74060b52ab17341495a05,M. Ferrin,York,Midfielder,2023,midfielder,26,2276,8,3,46,0,24,3,16,27,61,7,2,0,45,84.0,27,1.07,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,1373.0,2.0,127.0,2276.0,135.0,,27.0,179.0,7.0,,643.0,2.0,287.0,,347.0,1.0,54.0,4.0,73.0,26.0,,,27.0,1.0,20.0,14.0,787.0,100.0,462.0,,,26.0,215.0,185.0,269.0,,35.0,7.0,,168.0,20.0,,340.0,10.0,26.0,769.0,120.0,,12.0,640.0,60.0,15.0,31.0,111.0,660.0,136.0,61.0,,152.0,21.0,,16.0,1.0,,33.0,17.0,60.0,6.0,,,2.0,,,,12.0,46.0,21.0,1.0,30.0,16.0,19.0,24.0,91.0,5.0,17.0,9.0,6.0,10.0,6.0,260.0,47.0,6.0,15.0,3.0,3.0,8.0,7.0,,3.0,22.0,,1.0,,2.0,5.0,3.0,,13.0,1.0,5.0,,2.0,,5.0,,,,,,,
cpl::Football_Player::0f32aad5bf304f70bb295ab41b41b4d9,M. Henry,Cavalry,Midfielder,2023,midfielder,18,682,2,0,11,0,4,0,11,18,22,1,1,0,33,80.0,3,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,357.0,1.0,37.0,682.0,57.0,,6.0,52.0,,,140.0,,103.0,,121.0,6.0,14.0,,26.0,7.0,,,18.0,,3.0,2.0,182.0,42.0,88.0,,,18.0,60.0,55.0,52.0,,11.0,9.0,,69.0,8.0,,103.0,10.0,18.0,177.0,28.0,,13.0,137.0,18.0,3.0,14.0,16.0,145.0,43.0,22.0,,46.0,10.0,,6.0,0.0,,12.0,2.0,10.0,6.0,11.0,,,,,,4.0,11.0,13.0,,16.0,11.0,10.0,4.0,23.0,,3.0,3.0,3.0,2.0,1.0,49.0,16.0,1.0,2.0,,1.0,2.0,1.0,,,7.0,,1.0,,3.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,
cpl::Football_Player::6aa0420a7a3448a49b34c863c5b11ce4,N. Myroniuk,Cavalry,Midfielder,2023,midfielder,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,,2.0,3.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,2.0,2.0,,,,1.0,,2.0,,,,1.0,,,,,2.0,10.0,1.0,2.0,1.0,,,,,,1.0,,,1.0,,,1.0,1.0,,,0.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::aa04c836bb59425c85469387082f8d56,N. Gyimah,Vancouver FC,Midfielder,2023,midfielder,11,251,0,0,5,0,2,0,9,10,8,1,4,0,28,58.0,3,1.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,114.0,4.0,21.0,251.0,26.0,,2.0,25.0,1.0,,26.0,,49.0,,56.0,2.0,9.0,,13.0,2.0,,,10.0,,2.0,3.0,49.0,20.0,15.0,,,11.0,13.0,12.0,13.0,,3.0,3.0,,31.0,1.0,,40.0,10.0,11.0,47.0,18.0,,5.0,27.0,7.0,5.0,14.0,7.0,28.0,18.0,8.0,,23.0,7.0,,3.0,0.0,,5.0,2.0,1.0,2.0,9.0,,,,,,1.0,5.0,4.0,,4.0,9.0,1.0,2.0,9.0,,,3.0,,,,11.0,6.0,,2.0,,,,1.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,
cpl::Football_Player::6f78048ef6fe4d51aa66aa87e5fbf0c5,A. Daniels,Pacific,Midfielder,2023,midfielder,29,1885,3,5,21,0,9,5,21,19,31,0,2,0,40,88.0,22,1.05,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,1281.0,2.0,112.0,1885.0,90.0,,8.0,103.0,6.0,,722.0,,185.0,,205.0,10.0,41.0,1.0,197.0,22.0,,,19.0,2.0,16.0,7.0,892.0,97.0,477.0,,,29.0,328.0,220.0,216.0,,16.0,21.0,,102.0,45.0,,258.0,10.0,29.0,832.0,91.0,,14.0,735.0,20.0,9.0,30.0,28.0,780.0,117.0,31.0,,95.0,31.0,,9.0,1.0,,12.0,9.0,34.0,18.0,7.0,,2.0,,,,16.0,21.0,29.0,1.0,36.0,21.0,6.0,9.0,53.0,1.0,25.0,26.0,4.0,21.0,3.0,259.0,26.0,2.0,17.0,5.0,2.0,3.0,,,5.0,12.0,,1.0,,3.0,1.0,2.0,,7.0,,8.0,,,,1.0,,,,,,,
cpl::Football_Player::faefaad76b26402c9854af3aab596d16,M. Omar,Wanderers,Midfielder,2023,midfielder,26,1558,0,0,5,0,2,0,31,24,44,0,4,0,44,92.0,23,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1080.0,4.0,69.0,1558.0,69.0,,20.0,114.0,8.0,,711.0,1.0,163.0,,208.0,2.0,28.0,1.0,215.0,18.0,,,24.0,2.0,15.0,36.0,811.0,109.0,289.0,,,26.0,454.0,180.0,270.0,,19.0,10.0,,94.0,41.0,2.0,116.0,10.0,26.0,779.0,59.0,,16.0,701.0,45.0,14.0,45.0,16.0,742.0,45.0,44.0,2.0,94.0,26.0,,,0.0,,25.0,18.0,5.0,8.0,8.0,,,,,,,5.0,2.0,1.0,2.0,31.0,3.0,2.0,18.0,14.0,1.0,,,1.0,,146.0,5.0,,10.0,,,,,,,3.0,,,1.0,,,,1.0,3.0,,,,,,,,,,,,,
cpl::Football_Player::4706f743c2cf40c992e6d3dcba4d4eff,N. Moazeni Zadeh,Vancouver FC,Midfielder,2023,midfielder,13,836,0,0,4,0,1,0,14,16,5,0,4,0,54,79.0,13,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,445.0,4.0,66.0,836.0,46.0,,12.0,58.0,3.0,,233.0,3.0,92.0,,114.0,10.0,12.0,1.0,88.0,9.0,,,16.0,,10.0,13.0,308.0,57.0,101.0,,,13.0,141.0,84.0,84.0,,5.0,25.0,,56.0,23.0,,99.0,10.0,13.0,297.0,41.0,,8.0,219.0,22.0,15.0,29.0,5.0,242.0,48.0,5.0,,46.0,23.0,,2.0,0.0,,10.0,13.0,12.0,6.0,4.0,,,,,,1.0,4.0,4.0,,5.0,14.0,1.0,1.0,13.0,5.0,,1.0,1.0,,,52.0,4.0,,7.0,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,
cpl::Football_Player::5e944a82a82b42b483bed288bb7633a8,M. Aparicio,Atlético,Midfielder,2023,midfielder,27,2316,4,5,45,0,18,5,36,40,32,2,5,0,41,82.0,28,1.09,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1800.0,5.0,246.0,2316.0,124.0,,23.0,152.0,4.0,,1025.0,5.0,253.0,,309.0,11.0,50.0,8.0,293.0,26.0,,,40.0,3.0,24.0,18.0,1309.0,181.0,593.0,,,27.0,477.0,457.0,296.0,,25.0,77.0,,157.0,70.0,,387.0,10.0,27.0,1270.0,169.0,,23.0,993.0,56.0,17.0,53.0,50.0,1063.0,242.0,32.0,,129.0,43.0,,12.0,2.0,,33.0,21.0,45.0,3.0,1.0,,2.0,,,,6.0,45.0,35.0,9.0,39.0,36.0,17.0,18.0,41.0,4.0,7.0,33.0,3.0,6.0,,263.0,28.0,3.0,22.0,5.0,3.0,4.0,2.0,2.0,5.0,27.0,1.0,,,9.0,2.0,2.0,,4.0,1.0,4.0,,,,1.0,,,,,,1.0,
cpl::Football_Player::47690253116d4e34ac0d075eb36df3b3,T. Giraldo,Wanderers,Midfielder,2023,midfielder,19,814,2,0,12,0,5,0,15,22,9,1,2,0,21,70.0,9,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,390.0,2.0,64.0,814.0,62.0,,4.0,40.0,2.0,,144.0,3.0,98.0,,117.0,1.0,22.0,,31.0,10.0,,,22.0,1.0,7.0,5.0,211.0,41.0,94.0,,,19.0,53.0,77.0,52.0,,9.0,12.0,,77.0,6.0,,145.0,10.0,19.0,208.0,52.0,,14.0,141.0,19.0,7.0,22.0,17.0,147.0,54.0,9.0,,36.0,17.0,,1.0,1.0,,15.0,6.0,5.0,8.0,9.0,,,,,,1.0,12.0,7.0,,7.0,15.0,1.0,5.0,37.0,,,4.0,,,,51.0,18.0,,7.0,,2.0,2.0,1.0,,,7.0,,2.0,,,2.0,0.0,1.0,4.0,,3.0,,,,,,,,,,,
cpl::Football_Player::3aa93b6a47f24dd59a4d50f71ae926d5,M. Cantave,Vancouver FC,Midfielder,2023,midfielder,26,1643,6,2,26,0,15,2,18,31,28,2,3,0,43,82.0,32,1.75,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,746.0,3.0,70.0,1643.0,112.0,,13.0,104.0,1.0,,302.0,1.0,203.0,,233.0,3.0,26.0,,79.0,19.0,,,31.0,6.0,31.0,4.0,377.0,66.0,221.0,,,26.0,101.0,87.0,99.0,,16.0,13.0,,129.0,10.0,,215.0,10.0,26.0,372.0,57.0,,8.0,297.0,30.0,5.0,23.0,60.0,307.0,76.0,28.0,,91.0,17.0,,15.0,1.0,,17.0,8.0,40.0,16.0,7.0,,1.0,,,,15.0,26.0,15.0,1.0,23.0,18.0,10.0,15.0,62.0,4.0,15.0,7.0,8.0,11.0,4.0,112.0,37.0,3.0,2.0,1.0,4.0,6.0,2.0,,2.0,11.0,,3.0,,3.0,4.0,2.0,1.0,11.0,,3.0,,,,2.0,,,,,,,
cpl::Football_Player::6a778700603244eeabcce04c59c6ccc0,A. Hojabrpour,Forge,Midfielder,2023,midfielder,24,1610,1,0,12,0,1,0,28,17,14,0,4,0,64,90.0,19,1.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1208.0,4.0,107.0,1610.0,60.0,,11.0,74.0,3.0,,842.0,,123.0,,140.0,6.0,23.0,4.0,311.0,18.0,,,17.0,3.0,16.0,34.0,983.0,113.0,430.0,,,24.0,446.0,267.0,276.0,,10.0,25.0,,66.0,50.0,,136.0,10.0,24.0,946.0,82.0,,13.0,826.0,17.0,16.0,44.0,14.0,876.0,80.0,14.0,,63.0,32.0,2.0,2.0,0.0,,6.0,21.0,5.0,8.0,6.0,,,,,1.0,1.0,12.0,5.0,,5.0,28.0,8.0,1.0,10.0,9.0,,4.0,,,,129.0,6.0,,3.0,,1.0,1.0,,,,11.0,,,,,0.0,1.0,,,,2.0,,,,,,,,,,,1.0
cpl::Football_Player::9a6571b3737143b79989244b08fbd50d,S. Camargo,Cavalry,Midfielder,2023,midfielder,28,1651,6,2,24,0,11,2,10,17,28,1,6,0,26,81.0,18,0.98,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,970.0,6.0,128.0,1651.0,88.0,,6.0,83.0,2.0,,482.0,2.0,165.0,,188.0,5.0,35.0,,92.0,23.0,,,17.0,2.0,16.0,2.0,649.0,105.0,344.0,,,28.0,182.0,165.0,163.0,,13.0,23.0,,105.0,16.0,,266.0,10.0,28.0,609.0,105.0,,10.0,505.0,23.0,7.0,17.0,75.0,521.0,130.0,28.0,,77.0,21.0,,19.0,2.0,,17.0,12.0,32.0,24.0,5.0,,,,,,7.0,24.0,19.0,1.0,23.0,10.0,7.0,11.0,60.0,,5.0,6.0,4.0,5.0,,229.0,32.0,3.0,18.0,1.0,6.0,6.0,1.0,,2.0,13.0,,2.0,1.0,,3.0,3.0,2.0,6.0,1.0,2.0,,1.0,,,,,,,,,
cpl::Football_Player::fd8128d359f64c5180b7115c46766e93,T. Esprit,York,Midfielder,2023,midfielder,11,373,0,0,0,0,0,0,8,8,10,0,1,0,45,83.0,9,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,267.0,1.0,29.0,373.0,23.0,,5.0,39.0,,,137.0,,57.0,,68.0,4.0,11.0,,71.0,3.0,,,8.0,,9.0,5.0,169.0,27.0,65.0,,,11.0,76.0,44.0,12.0,,5.0,7.0,,29.0,3.0,,53.0,10.0,11.0,166.0,22.0,,3.0,137.0,11.0,7.0,15.0,3.0,140.0,20.0,10.0,,34.0,12.0,,1.0,0.0,,6.0,5.0,9.0,,8.0,,,,,,,,3.0,3.0,3.0,8.0,1.0,,12.0,1.0,1.0,12.0,,1.0,,42.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
cpl::Football_Player::f52a8b692a56475c9c08c17236a42e86,S. Shome,Cavalry,Midfielder,2023,midfielder,20,1395,0,1,4,0,0,1,20,19,18,1,1,0,48,82.0,15,0.97,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,857.0,1.0,106.0,1395.0,52.0,,13.0,68.0,3.0,,444.0,1.0,107.0,,134.0,5.0,20.0,5.0,141.0,14.0,,,19.0,3.0,12.0,20.0,567.0,70.0,263.0,,,20.0,204.0,214.0,94.0,,6.0,23.0,,66.0,19.0,,186.0,10.0,20.0,550.0,83.0,,6.0,442.0,27.0,10.0,30.0,8.0,461.0,98.0,18.0,,55.0,31.0,,4.0,0.0,,14.0,16.0,8.0,3.0,6.0,,2.0,,,,21.0,4.0,9.0,9.0,23.0,20.0,,,17.0,1.0,6.0,69.0,12.0,1.0,5.0,118.0,5.0,,7.0,,,,1.0,,1.0,4.0,,,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,
cpl::Football_Player::25edf8435cd445dfbfb5185b259ca0cf,V. Fry,Vancouver FC,Midfielder,2023,midfielder,10,868,1,1,5,0,2,1,11,35,13,1,6,0,27,80.0,17,1.76,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,689.0,6.0,104.0,868.0,63.0,,3.0,42.0,2.0,,391.0,2.0,102.0,,113.0,12.0,23.0,1.0,103.0,10.0,,,35.0,4.0,15.0,13.0,504.0,61.0,254.0,,,10.0,156.0,172.0,140.0,,15.0,35.0,,71.0,35.0,,173.0,10.0,10.0,491.0,69.0,,24.0,365.0,11.0,13.0,24.0,9.0,400.0,112.0,13.0,,39.0,29.0,1.0,5.0,1.0,,8.0,10.0,2.0,1.0,,,1.0,,,,28.0,5.0,13.0,2.0,37.0,11.0,,2.0,14.0,2.0,10.0,2.0,15.0,3.0,7.0,89.0,6.0,,6.0,,1.0,1.0,1.0,,1.0,3.0,,1.0,,,0.0,1.0,1.0,,,3.0,,,,,,,,,,,
cpl::Football_Player::d4dbf5aa0a9e4f1fb721f6cfcc1db14f,I. Mejía,TSS Rovers,Midfielder,2023,midfielder,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,,3.0,11.0,,,,,,,5.0,,,,1.0,,1.0,,,,,,,,,,8.0,1.0,5.0,,,1.0,1.0,4.0,1.0,,,,,1.0,,,3.0,10.0,1.0,8.0,3.0,,,5.0,1.0,,,2.0,5.0,3.0,,,,,,,0.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::03b82a7bcff7496e991befe586fcc2c9,S. Young,Pacific,Midfielder,2023,midfielder,29,2175,4,3,24,0,13,3,39,25,24,1,6,1,60,80.0,28,1.16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1478.0,6.0,222.0,2175.0,92.0,,32.0,132.0,3.0,,853.0,4.0,192.0,,245.0,21.0,47.0,5.0,340.0,25.0,,,25.0,2.0,25.0,30.0,1103.0,152.0,427.0,,,29.0,457.0,349.0,299.0,,27.0,63.0,,113.0,78.0,,317.0,10.0,29.0,1074.0,159.0,,18.0,803.0,53.0,19.0,58.0,68.0,881.0,178.0,24.0,,100.0,57.0,1.0,14.0,2.0,,21.0,22.0,18.0,7.0,4.0,,,,,,3.0,24.0,8.0,,13.0,39.0,11.0,13.0,34.0,11.0,3.0,3.0,2.0,2.0,1.0,115.0,16.0,1.0,12.0,2.0,4.0,4.0,1.0,,3.0,11.0,,2.0,1.0,,1.0,3.0,,8.0,1.0,6.0,,,1.0,,,1.0,,1.0,,,
cpl::Football_Player::8eb11a313b2348b888a9b1799feba47c,S. Yeates,York,Midfielder,2023,midfielder,29,1693,1,2,20,0,9,2,14,24,17,0,3,0,46,88.0,23,1.22,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,1127.0,3.0,111.0,1693.0,75.0,,14.0,85.0,2.0,,754.0,2.0,146.0,,176.0,3.0,34.0,1.0,289.0,20.0,,,24.0,2.0,21.0,5.0,873.0,105.0,457.0,,,29.0,310.0,215.0,183.0,,20.0,12.0,,91.0,30.0,,192.0,10.0,29.0,865.0,99.0,,11.0,732.0,30.0,13.0,27.0,30.0,762.0,85.0,17.0,,71.0,32.0,,6.0,0.0,,16.0,13.0,27.0,14.0,9.0,,1.0,,,,6.0,20.0,2.0,,6.0,14.0,1.0,9.0,37.0,2.0,5.0,3.0,3.0,3.0,1.0,186.0,23.0,1.0,10.0,2.0,1.0,1.0,,,2.0,11.0,,,,,0.0,1.0,2.0,6.0,,3.0,,,,,,,,,,,
cpl::Football_Player::ad84db4f538d40f0b2ef200c7a5ed403,Renan Garcia,Vancouver FC,Midfielder,2023,midfielder,14,1257,1,1,14,0,7,1,26,20,16,0,2,0,50,82.0,27,1.93,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1021.0,2.0,142.0,1257.0,62.0,,16.0,77.0,2.0,,617.0,2.0,123.0,,155.0,11.0,29.0,2.0,223.0,14.0,,,20.0,5.0,25.0,32.0,787.0,114.0,306.0,,,14.0,341.0,263.0,207.0,,13.0,56.0,,78.0,56.0,,186.0,10.0,14.0,756.0,86.0,,14.0,589.0,32.0,12.0,38.0,7.0,645.0,110.0,16.0,,61.0,41.0,,8.0,0.0,,16.0,19.0,7.0,1.0,,,,,,,5.0,14.0,4.0,,9.0,26.0,11.0,7.0,16.0,8.0,2.0,2.0,3.0,1.0,1.0,94.0,4.0,,,1.0,,1.0,,,1.0,7.0,,1.0,,7.0,0.0,1.0,,1.0,,,,,,1.0,,,,,,,
cpl::Football_Player::6bda12878690489697b20b110e311ad1,E. Simmons,Vancouver FC,Midfielder,2023,midfielder,25,1832,0,1,2,0,1,1,29,14,4,0,3,0,32,84.0,35,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,967.0,3.0,131.0,1832.0,51.0,,9.0,68.0,3.0,,647.0,5.0,110.0,,138.0,5.0,38.0,3.0,211.0,24.0,,,14.0,4.0,32.0,23.0,782.0,123.0,324.0,,,25.0,328.0,224.0,191.0,,17.0,28.0,,70.0,43.0,,153.0,10.0,25.0,778.0,103.0,,9.0,608.0,28.0,20.0,49.0,,651.0,84.0,4.0,,59.0,50.0,,,0.0,,19.0,27.0,7.0,16.0,1.0,,,,,,,2.0,3.0,,3.0,29.0,1.0,1.0,10.0,4.0,1.0,1.0,,1.0,,156.0,3.0,,8.0,,,,,,1.0,1.0,,,,,,,,2.0,,2.0,,,,,,,,,,,
cpl::Football_Player::33b0cf3a477d454f96fe4f14c3b6125c,A. Achinioti-Jönsson,Forge,Midfielder,2023,midfielder,29,2399,0,0,12,0,6,0,22,21,41,1,2,0,59,87.0,29,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1867.0,2.0,209.0,2399.0,45.0,,31.0,111.0,4.0,,1347.0,4.0,125.0,,177.0,27.0,19.0,8.0,515.0,26.0,,,21.0,4.0,25.0,55.0,1604.0,120.0,533.0,,,29.0,862.0,545.0,441.0,,5.0,74.0,,66.0,125.0,,245.0,10.0,29.0,1555.0,135.0,,11.0,1270.0,52.0,10.0,32.0,25.0,1395.0,136.0,41.0,,80.0,80.0,,9.0,0.0,,21.0,12.0,8.0,2.0,3.0,,,,,,,12.0,7.0,1.0,7.0,22.0,3.0,6.0,7.0,15.0,,4.0,,,,103.0,1.0,,5.0,,,,1.0,,,6.0,,,,,,,1.0,3.0,,1.0,,,1.0,,,,,,,,
cpl::Football_Player::8478206db8304d6487d404b1b5dd322c,Gabriel Antinoro,Atlético,Midfielder,2023,midfielder,23,720,2,0,9,0,5,0,16,16,9,0,3,0,36,73.0,19,2.38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,341.0,3.0,49.0,720.0,52.0,,4.0,49.0,3.0,,129.0,,97.0,,108.0,7.0,17.0,,38.0,8.0,,,16.0,,16.0,1.0,181.0,51.0,96.0,,,23.0,39.0,64.0,42.0,,11.0,15.0,,59.0,5.0,,116.0,10.0,23.0,178.0,34.0,,6.0,127.0,11.0,6.0,22.0,16.0,132.0,41.0,9.0,,45.0,14.0,,2.0,1.0,,7.0,5.0,14.0,8.0,15.0,,,,,,2.0,9.0,6.0,1.0,6.0,16.0,5.0,5.0,25.0,,3.0,,,2.0,1.0,37.0,17.0,1.0,2.0,,2.0,2.0,,,,4.0,,,,,1.0,1.0,,2.0,1.0,4.0,,,,,,,,,,,
cpl::Football_Player::b78b9cf10b374d23824749c6e410990c,E. Adekugbe,York,Midfielder,2023,midfielder,15,562,0,0,2,0,0,0,7,11,10,0,3,0,50,87.0,14,2.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,438.0,3.0,49.0,562.0,21.0,,2.0,23.0,4.0,,310.0,,42.0,,46.0,2.0,8.0,,109.0,5.0,,,11.0,,10.0,5.0,370.0,39.0,130.0,,,15.0,191.0,86.0,106.0,,4.0,21.0,,23.0,21.0,,65.0,10.0,15.0,359.0,28.0,,3.0,300.0,4.0,3.0,10.0,2.0,321.0,40.0,10.0,,21.0,13.0,,,0.0,,2.0,4.0,1.0,3.0,10.0,,,,,,1.0,2.0,2.0,,4.0,7.0,1.0,,4.0,1.0,,1.0,,,,69.0,2.0,,4.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,
