playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SavesMade,TimePlayed,GkSuccessfulDistribution,PenaltiesConceded,SuccessfulLaunches,OpenPlayPasses,CornersWon,BackwardPasses,SuccessfulPassesOppositionHalf,UnsuccessfulLaunches,YellowCards,UnsuccessfulLongPasses,TotalLossesOfPossession,SuccessfulPassesOwnHalf,UnsuccessfulShortPasses,PenaltyGoalsConceded,Punches,TotalPasses,TotalFoulsConceded,SuccessfulShortPasses,GoalsConcededInsideBox,TotalUnsuccessfulPasses(ExclCrosses&Corners),RightsidePasses,KeyPasses(attemptAssists),UnsuccessfulPassesOppositionHalf,PenaltiesSaved,GoalkeeperSmother,Recoveries,Starts,Drops,UnsuccessfulPassesOwnHalf,Touches,Appearances,FoulAttemptedTackle,Catches,GroundDuels,ForwardPasses,TotalTouchesInOppositionBox,Index,DuelsWon,SuccessfulLongPasses,TotalFoulsWon,SavesMadeFromOutsideBox,SavesMade-Parried,AerialDuelsWon,Duels,TotalClearances,SavesMadeFromInsideBox,PenaltiesFaced,GamesPlayed,SavesFromPenalty,SavesMade-Caught,GkUnsuccessfulDistribution,GroundDuelsLost,LeftsidePasses,SuccessfulOpenPlayPasses,TotalSuccessfulPasses(ExclCrosses&Corners),AerialDuels,CleanSheets,DuelsLost,GroundDuelsWon,GoalsConcededOutsideBox,SubstituteOff,TotalRedCards,StraightRedCards,CrossesNotClaimed,OwnGoalScored,SuccessfulDribbles,TotalTackles,Putthrough/blockedDistribution,HandballsConceded,LastManTackle,TacklesWon,Interceptions,Putthrough/blockedDistributionWon,AerialDuelsLost,TacklesLost,ThrowInsToOwnPlayer,SubstituteOn,ShotsOffTarget(incWoodwork),TotalShots,BlockedShots,Blocks,ClearancesOffTheLine,UnsuccessfulCrossesOpenPlay,SuccessfulCrosses&Corners,ThrowInsToOppositionPlayer,SuccessfulCrossesOpenPlay,UnsuccessfulDribbles,UnsuccessfulCrosses&Corners,ThroughBalls,SuccessfulLay-offs,CornersTaken(inclShortCorners),RedCards-2ndYellow,UnsuccessfulCornersIntoBox,Assists(intentional),GoalAssists,Offsides,SuccessfulCornersIntoBox,ShotsOnTarget(IncGoals),AttemptsFromSetPieces,Goals,RightFootGoals,GoalsFromInsideBox,UnsuccessfulLay-offs,HeadedGoals,GoalsFromOutsideBox,LeftFootGoals,FoulWonPenalty,SecondGoalAssists,SetPiecesGoals,PenaltiesTaken,PenaltyGoals,OtherGoals,PenaltiesOffTarget,WinningGoal,HomeGoals,AwayGoals,TimesTackled,GoalKicks,Overruns,LastPlayerTackle,Carries,ProgressiveCarries,TotalBigChancesCreated,TotalBigChancesSaved,FinalThirdTouches,TotalBigChancesScored,TotalBigChancesMissed,GoalsOpenplay
cpl::Football_Player::de9e3e4ab3ca41d7ac62dcd9bc72970a,H. Boakai,Edmonton,Forward,2020,forward,6,309,0,0,3,0,2,0,3,5,5,0,0,0,0,89.0,5,1.46,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,309.0,,,,121.0,1.0,36.0,72.0,,,4.0,52.0,41.0,10.0,,,124.0,5.0,107.0,4.0,14.0,24.0,2.0,22.0,,,18.0,4.0,,1.0,206.0,6.0,4.0,,47.0,25.0,3.0,10.0,20.0,3.0,5.0,,,,50.0,1.0,,,6.0,,,,27.0,39.0,107.0,110.0,3.0,,30.0,20.0,1.0,3.0,,,,,9.0,6.0,9.0,,,3.0,1.0,8.0,3.0,3.0,,2.0,1.0,3.0,,1.0,,6.0,3.0,,2.0,5.0,9.0,,1.0,4.0,,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,,0.0,,,13.0,,,,,,,,,,,
cpl::Football_Player::337fb1e9243f40eeacf44fe5123d4089,A. Novak,Forge,Forward,2020,forward,9,381,2,0,8,0,6,0,3,4,9,1,0,0,21,81.0,4,0.94,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,381.0,,,,88.0,1.0,49.0,51.0,1.0,,1.0,47.0,29.0,18.0,1.0,,99.0,4.0,78.0,3.0,19.0,17.0,3.0,16.0,,,12.0,4.0,,3.0,166.0,9.0,2.0,,31.0,14.0,16.0,10.0,20.0,2.0,9.0,,,4.0,50.0,1.0,,,9.0,,,,15.0,19.0,69.0,80.0,19.0,,30.0,16.0,1.0,4.0,,,,,4.0,3.0,4.0,,,3.0,2.0,2.0,15.0,,,5.0,2.0,8.0,1.0,,,,,,,2.0,,,4.0,,,,,,1.0,,6.0,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,0.0,2.0,0.0,11.0,,,,,,,,,,,
cpl::Football_Player::a3da6283599541849144b5b108dbc67b,K. Porter,Ottawa Fury,Forward,2020,forward,6,372,1,1,3,0,2,1,2,4,4,1,0,0,37,86.0,4,0.97,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,372.0,,,1.0,125.0,4.0,38.0,79.0,,,4.0,46.0,44.0,15.0,,,134.0,4.0,101.0,4.0,19.0,28.0,8.0,32.0,,,16.0,5.0,,2.0,199.0,6.0,2.0,,21.0,38.0,6.0,10.0,12.0,14.0,4.0,,,3.0,29.0,3.0,,,6.0,,,,12.0,30.0,108.0,115.0,8.0,,17.0,9.0,,4.0,,,,,2.0,4.0,4.0,,,2.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,3.0,,,,6.0,8.0,,2.0,,15.0,,2.0,11.0,,5.0,1.0,1.0,1.0,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,0.0,,,7.0,,,,,,,,,,,
cpl::Football_Player::3a40cda943824387943792e6a62fee0f,R. Telfer,Wanderers,Forward,2020,forward,7,620,0,0,14,0,7,0,7,10,15,2,3,0,43,73.0,6,0.87,15,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,620.0,,,,155.0,7.0,40.0,85.0,1.0,3.0,7.0,107.0,45.0,38.0,,,162.0,10.0,115.0,5.0,45.0,47.0,12.0,70.0,,,28.0,7.0,,5.0,317.0,7.0,9.0,,67.0,50.0,15.0,10.0,48.0,2.0,15.0,,,10.0,90.0,3.0,,,7.0,,,,29.0,25.0,112.0,117.0,23.0,2.0,42.0,38.0,1.0,1.0,,,,,14.0,9.0,10.0,,,7.0,6.0,4.0,13.0,2.0,,,7.0,14.0,5.0,,,15.0,13.0,,3.0,7.0,30.0,,1.0,15.0,,7.0,,,2.0,8.0,7.0,4.0,,,,1.0,,,,,,,,,,,0.0,,,14.0,,,,,,,,,,,
cpl::Football_Player::df0de20d12274b3d9549323a3547572b,J. Heard,Pacific,Forward,2020,forward,5,218,1,1,5,0,1,1,1,8,9,0,1,0,25,72.0,4,1.65,7,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,218.0,1.0,,,45.0,6.0,21.0,22.0,1.0,1.0,1.0,39.0,13.0,12.0,1.0,,46.0,8.0,31.0,4.0,13.0,11.0,1.0,21.0,,,2.0,2.0,,2.0,102.0,5.0,6.0,,26.0,10.0,15.0,10.0,13.0,2.0,9.0,,,2.0,34.0,1.0,,,5.0,,,,15.0,4.0,32.0,33.0,8.0,,21.0,11.0,,2.0,,,,,2.0,1.0,6.0,,,1.0,1.0,1.0,6.0,,2.0,3.0,4.0,5.0,2.0,,,4.0,2.0,,1.0,2.0,10.0,,,7.0,,6.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,0.0,,,6.0,,,,,,,,,,,
cpl::Football_Player::04cd976c461148d79ab8cafc0bf69c62,D. Choinière,Forge,Forward,2020,forward,11,598,1,1,4,0,3,1,5,6,14,4,0,0,50,81.0,6,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,598.0,,,,171.0,8.0,66.0,112.0,3.0,,8.0,89.0,34.0,26.0,2.0,,172.0,6.0,131.0,5.0,34.0,30.0,4.0,40.0,,,31.0,6.0,,5.0,303.0,11.0,4.0,,72.0,32.0,31.0,10.0,33.0,7.0,14.0,,,1.0,74.0,3.0,,,11.0,,,,40.0,44.0,137.0,138.0,2.0,,41.0,32.0,1.0,5.0,,,,,11.0,7.0,16.0,,,5.0,3.0,6.0,1.0,2.0,,5.0,1.0,4.0,6.0,,,11.0,8.0,,8.0,11.0,11.0,,3.0,,,,1.0,1.0,4.0,,3.0,,1.0,,1.0,,,,1.0,,,,,,,,0.0,0.0,1.0,25.0,,,,,,,,,,,
cpl::Football_Player::0e88e595803f478f818bcdc64bd36b6d,M. Kourouma,Wanderers,Forward,2020,forward,7,617,1,0,11,0,6,0,7,12,12,0,1,0,21,78.0,11,1.6,18,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,617.0,,,,233.0,6.0,67.0,126.0,6.0,1.0,11.0,111.0,64.0,43.0,2.0,,239.0,12.0,179.0,9.0,54.0,20.0,6.0,70.0,,,40.0,7.0,,11.0,384.0,7.0,6.0,,67.0,77.0,10.0,10.0,39.0,6.0,12.0,,,3.0,81.0,1.0,,,7.0,,,,31.0,75.0,180.0,185.0,14.0,2.0,42.0,36.0,2.0,1.0,,,,,11.0,14.0,19.0,2.0,,7.0,3.0,7.0,11.0,7.0,11.0,,5.0,11.0,3.0,,,13.0,5.0,1.0,,7.0,27.0,,6.0,18.0,,12.0,,,,4.0,6.0,4.0,1.0,,1.0,,,,1.0,,,,,,,,0.0,,,15.0,,,,,,,,,,,
cpl::Football_Player::3a8819a7f06c45a38e951d42d8743025,M. Shaw,Cavalry,Forward,2020,forward,7,595,2,1,12,0,6,1,3,17,19,5,0,0,37,81.0,10,1.51,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,595.0,,,,108.0,7.0,50.0,64.0,1.0,,2.0,74.0,38.0,22.0,1.0,,125.0,17.0,100.0,8.0,24.0,32.0,2.0,24.0,,,10.0,7.0,,1.0,252.0,7.0,5.0,,63.0,16.0,29.0,10.0,39.0,1.0,19.0,,,17.0,108.0,7.0,,,7.0,,,,41.0,27.0,84.0,101.0,45.0,1.0,69.0,22.0,2.0,2.0,,,,,2.0,3.0,5.0,,,3.0,1.0,4.0,28.0,,,,6.0,12.0,5.0,2.0,,1.0,1.0,,1.0,7.0,1.0,,4.0,,,,1.0,1.0,5.0,,6.0,1.0,2.0,2.0,1.0,,,1.0,,,,,,,,,0.0,,,23.0,,,,,,,,,,,
cpl::Football_Player::5113470034d346478fcfd237037f2971,I. Halley,York,Forward,2020,forward,4,157,0,0,2,0,2,0,1,5,7,2,0,0,75,75.0,2,1.15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,157.0,,,,39.0,4.0,10.0,24.0,,,,33.0,7.0,10.0,,,40.0,5.0,29.0,2.0,10.0,10.0,3.0,11.0,,,7.0,2.0,,1.0,83.0,4.0,1.0,,27.0,7.0,7.0,10.0,14.0,1.0,7.0,,,3.0,31.0,1.0,,,4.0,,,,16.0,13.0,29.0,30.0,4.0,,17.0,11.0,,2.0,,,,,2.0,2.0,4.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,,2.0,,,,2.0,1.0,,1.0,9.0,2.0,,1.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,0.0,,,10.0,,,,,,,,,,,
cpl::Football_Player::1ece129a4fee46d18322a9312200459f,A. Ricci,Vancouver FC,Forward,2020,forward,6,365,0,0,8,0,5,0,5,9,9,1,3,0,0,59.0,4,0.99,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,365.0,,,,49.0,6.0,9.0,27.0,,3.0,,52.0,6.0,22.0,,,53.0,9.0,29.0,3.0,22.0,16.0,3.0,23.0,,,8.0,4.0,,2.0,126.0,6.0,8.0,,44.0,17.0,29.0,10.0,20.0,2.0,9.0,,,,50.0,,,,6.0,,,,24.0,11.0,27.0,31.0,6.0,,30.0,20.0,1.0,3.0,,,,,5.0,6.0,3.0,,,5.0,,3.0,6.0,1.0,,2.0,3.0,8.0,1.0,1.0,,3.0,2.0,,2.0,8.0,3.0,,3.0,,,,,,1.0,,5.0,,,,,,,,,2.0,,,,,,,0.0,,,12.0,,,,,,,,,,,
cpl::Football_Player::9577790c0cf54495843d303127992c4d,S. Hundal,Valour,Forward,2020,forward,6,232,0,2,4,0,4,2,0,7,0,3,1,0,0,77.0,4,1.55,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,232.0,,,,29.0,2.0,18.0,12.0,,1.0,2.0,27.0,14.0,6.0,1.0,,34.0,7.0,25.0,4.0,8.0,5.0,2.0,10.0,,,7.0,2.0,,,66.0,6.0,5.0,,19.0,6.0,8.0,10.0,4.0,1.0,,,,,29.0,,,,6.0,,,,15.0,5.0,21.0,26.0,10.0,,25.0,4.0,,1.0,,,,,3.0,1.0,3.0,,,,1.0,1.0,10.0,1.0,,4.0,,4.0,,1.0,,2.0,,,,2.0,2.0,,1.0,,,,1.0,2.0,3.0,,4.0,,,,,,,,,,,,,,,,0.0,,,6.0,,,,,,,,,,,
cpl::Football_Player::b65c33938a67445fa2637462ffcf71e2,P. Sabak,Forge,Forward,2020,forward,11,752,2,2,11,0,3,2,4,14,21,1,1,0,33,78.0,6,0.72,6,0,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,752.0,,,2.0,326.0,6.0,57.0,163.0,8.0,1.0,19.0,107.0,97.0,58.0,1.0,,336.0,14.0,241.0,5.0,77.0,78.0,10.0,68.0,,,49.0,8.0,,17.0,449.0,11.0,6.0,,78.0,134.0,18.0,10.0,44.0,18.0,21.0,,,3.0,87.0,4.0,,,11.0,,,,37.0,67.0,250.0,259.0,9.0,1.0,43.0,41.0,1.0,6.0,,,,,13.0,8.0,18.0,1.0,,4.0,6.0,10.0,6.0,4.0,1.0,3.0,8.0,11.0,2.0,1.0,,7.0,1.0,,,6.0,8.0,1.0,4.0,6.0,,1.0,,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,2.0,2.0,,,0.0,0.0,2.0,12.0,,,,,,,,,,,
cpl::Football_Player::636928fc1d194bd798a9ac73f086a9ba,S. Antwi,Valour,Forward,2020,forward,4,80,0,0,1,0,0,0,3,3,1,0,0,0,0,75.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80.0,,,,24.0,,11.0,11.0,,,,16.0,7.0,6.0,,,24.0,3.0,18.0,,6.0,9.0,,5.0,,,5.0,1.0,,1.0,44.0,4.0,2.0,,17.0,3.0,5.0,10.0,5.0,,1.0,,,,18.0,,,,4.0,,,,12.0,1.0,18.0,18.0,1.0,,13.0,5.0,,1.0,,,,,,4.0,2.0,,,3.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4.0,,,,,,,,,,,
cpl::Football_Player::52ee822ec2ea43bc844f27d96e16334b,Víctor Blasco,Pacific,Forward,2020,forward,10,644,2,2,11,0,3,2,11,12,14,3,2,0,30,75.0,7,0.98,23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,644.0,,,1.0,233.0,10.0,70.0,136.0,1.0,2.0,8.0,147.0,56.0,53.0,4.0,,242.0,12.0,175.0,7.0,61.0,114.0,13.0,87.0,,,46.0,8.0,,4.0,441.0,10.0,8.0,,94.0,44.0,31.0,10.0,60.0,6.0,14.0,,,4.0,107.0,3.0,,,10.0,,,,38.0,14.0,175.0,181.0,13.0,1.0,47.0,56.0,,5.0,,,,,26.0,16.0,16.0,,,11.0,4.0,4.0,9.0,5.0,4.0,2.0,8.0,11.0,7.0,,,12.0,11.0,,3.0,10.0,30.0,,6.0,23.0,,12.0,2.0,2.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,0.0,,,21.0,,,,,,,,,,,
cpl::Football_Player::54bd7a3f34314464b660277f9eadf394,Gabriel Vasconcelos,York,Forward,2020,forward,2,87,0,0,1,0,0,0,0,1,0,1,0,0,0,79.0,3,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,87.0,,,,18.0,,6.0,11.0,,,,8.0,4.0,4.0,,,19.0,1.0,15.0,2.0,4.0,3.0,,4.0,,,2.0,1.0,,,28.0,2.0,,,4.0,8.0,2.0,10.0,1.0,,,,,,4.0,,,,2.0,,,,3.0,2.0,14.0,15.0,,,3.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,
cpl::Football_Player::4feb899db58341fb9d242a518bac60ad,K. Thomas,Forge,Forward,2020,forward,9,283,0,1,3,0,1,1,11,11,7,3,1,0,20,74.0,2,0.64,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,283.0,,,,64.0,2.0,15.0,34.0,,1.0,,56.0,13.0,17.0,1.0,,64.0,11.0,46.0,2.0,17.0,15.0,2.0,22.0,,,27.0,1.0,,5.0,151.0,9.0,9.0,,69.0,17.0,14.0,10.0,32.0,1.0,7.0,,,1.0,74.0,,,,9.0,,,,38.0,17.0,47.0,47.0,5.0,,42.0,31.0,,2.0,,,,,6.0,18.0,11.0,,,11.0,3.0,6.0,4.0,7.0,,8.0,2.0,3.0,1.0,,,10.0,,,,10.0,10.0,,,,,,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,18.0,,,,,,,,,,,
cpl::Football_Player::5cfbd430bf3149adb654cadb7f68b7c2,L. Wright,TSS Rovers,Forward,2020,forward,4,128,1,0,3,0,1,0,2,2,0,0,0,0,25,58.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,128.0,,,,19.0,1.0,3.0,11.0,,,,17.0,,8.0,,,19.0,2.0,11.0,,8.0,8.0,,8.0,,,1.0,1.0,,,38.0,4.0,1.0,,10.0,3.0,7.0,10.0,4.0,,,,,1.0,14.0,2.0,,,4.0,,,,7.0,5.0,11.0,11.0,4.0,,10.0,3.0,,1.0,,,,,,3.0,1.0,,,2.0,,1.0,3.0,1.0,,3.0,2.0,3.0,,,,,,,,3.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,0.0,,,5.0,,,,,,,,,,,
cpl::Football_Player::4a3790eed104423781b21001cbce69e9,A. García,Wanderers,Forward,2020,forward,10,758,6,0,19,0,11,0,0,17,24,13,0,0,28,81.0,10,1.19,0,0,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,758.0,,,,123.0,3.0,52.0,76.0,,,2.0,74.0,38.0,25.0,2.0,,141.0,17.0,113.0,7.0,27.0,28.0,6.0,23.0,,,17.0,8.0,,5.0,258.0,10.0,8.0,,68.0,28.0,37.0,10.0,41.0,1.0,24.0,,,4.0,82.0,1.0,,,10.0,,,,31.0,33.0,96.0,114.0,14.0,1.0,41.0,37.0,3.0,5.0,,,,,8.0,5.0,3.0,1.0,,,,1.0,10.0,5.0,1.0,2.0,8.0,19.0,1.0,2.0,1.0,1.0,,,,8.0,1.0,1.0,5.0,,,,,,13.0,,11.0,,6.0,6.0,5.0,1.0,,1.0,,2.0,,,2.0,2.0,,,1.0,3.0,3.0,15.0,,,,,,,,,,,
cpl::Football_Player::96d163c606db462b80071516a2d4772b,J. Altobelli,York,Forward,2020,forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::fba3134832e445b5824410919421b981,M. Petrasso,Montréal,Forward,2020,forward,3,130,0,0,5,0,1,0,0,1,3,0,0,0,25,85.0,1,0.69,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,130.0,,,,18.0,2.0,10.0,10.0,,,1.0,15.0,6.0,2.0,,,19.0,1.0,16.0,1.0,3.0,2.0,,6.0,,,3.0,2.0,,1.0,42.0,3.0,,,6.0,4.0,4.0,10.0,4.0,,3.0,,,1.0,10.0,2.0,,,3.0,,,,3.0,3.0,15.0,16.0,4.0,,6.0,3.0,,2.0,,,,,,,2.0,1.0,,,,1.0,3.0,,,1.0,4.0,5.0,,,,4.0,,,,1.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,3.0,,,,,,,,,,,
cpl::Football_Player::23c92ceb8bee415a886f16e93c507c65,M. Carducci,Cavalry,Goalkeeper,2021,goalkeeper,25,2280,0,0,0,0,0,0,0,1,3,0,1,0,100,66.0,31,1.22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,2280.0,209.0,1.0,38.0,468.0,,,86.0,103.0,1.0,237.0,248.0,380.0,5.0,4.0,3.0,708.0,1.0,321.0,28.0,242.0,126.0,,189.0,,1.0,214.0,25.0,2.0,53.0,909.0,25.0,1.0,11.0,6.0,450.0,,10.0,7.0,145.0,3.0,16.0,13.0,4.0,10.0,17.0,39.0,4.0,25.0,,2.0,66.0,3.0,132.0,330.0,466.0,4.0,7.0,3.0,3.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
cpl::Football_Player::1eb98b2bea804d4d8d782dc585fc4124,T. Farago,Valour,Goalkeeper,2021,goalkeeper,4,360,0,0,0,0,0,0,0,0,1,0,0,0,0,62.0,1,0.25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,360.0,43.0,,3.0,59.0,,,12.0,12.0,,42.0,45.0,56.0,1.0,,,111.0,,50.0,1.0,43.0,13.0,,32.0,,1.0,36.0,4.0,1.0,11.0,154.0,4.0,,2.0,1.0,70.0,,10.0,1.0,18.0,1.0,5.0,4.0,,1.0,2.0,3.0,,4.0,,,13.0,,28.0,39.0,68.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
cpl::Football_Player::f7b3dd095e88450ca085f9cf8a12f3b0,K. Baskett,Wanderers,Goalkeeper,2021,goalkeeper,10,900,0,0,0,0,0,0,0,0,3,0,2,0,100,64.0,11,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,900.0,113.0,,7.0,97.0,1.0,,23.0,28.0,2.0,79.0,90.0,127.0,7.0,,2.0,236.0,,110.0,8.0,86.0,47.0,,65.0,1.0,1.0,79.0,10.0,1.0,21.0,330.0,10.0,,5.0,2.0,146.0,,10.0,7.0,40.0,3.0,12.0,8.0,5.0,7.0,4.0,14.0,1.0,10.0,1.0,1.0,37.0,,43.0,70.0,150.0,5.0,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
cpl::Football_Player::d3eccdc138364416ab9dd2b141d41e76,J. Holliday,Cavalry,Goalkeeper,2021,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::72e65d5165df41d198c80f48acb6e327,D. Murasiranwa,Valour,Goalkeeper,2021,goalkeeper,5,431,0,0,0,0,0,0,0,1,0,0,0,0,100,47.0,5,1.04,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,431.0,44.0,1.0,4.0,35.0,,,10.0,14.0,,44.0,46.0,29.0,,1.0,3.0,83.0,1.0,21.0,4.0,44.0,8.0,,31.0,,2.0,41.0,5.0,,13.0,143.0,5.0,,4.0,4.0,65.0,,10.0,4.0,18.0,,2.0,6.0,2.0,6.0,8.0,12.0,1.0,5.0,,,23.0,2.0,10.0,22.0,39.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
cpl::Football_Player::7c054612559b45f2a7ef690616b61862,T. Henry,Forge,Goalkeeper,2021,goalkeeper,24,2160,0,0,0,0,0,0,0,1,11,0,5,0,90,80.0,22,0.92,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,2160.0,288.0,,12.0,261.0,1.0,,29.0,41.0,5.0,104.0,113.0,387.0,3.0,1.0,6.0,523.0,1.0,354.0,19.0,107.0,128.0,,79.0,,6.0,234.0,24.0,2.0,28.0,788.0,24.0,,17.0,10.0,225.0,,10.0,18.0,62.0,11.0,29.0,19.0,9.0,20.0,16.0,26.0,2.0,24.0,,,32.0,1.0,170.0,218.0,416.0,10.0,8.0,2.0,9.0,3.0,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
